Country Code,Economy,Income Group,Year,Latitude (generated),Longitude (generated)
URY,Uruguay,Upper middle income (UM),Fiscal Year 2012,-32.948,-56.249
TUR,Turkey,Upper middle income (UM),Fiscal Year 2012,39.144,34.188
TUN,Tunisia,Upper middle income (UM),Fiscal Year 2012,35.594,9.421
THA,Thailand,Upper middle income (UM),Fiscal Year 2012,15.688,100.845
SYC,Seychelles,Upper middle income (UM),Fiscal Year 2012,-4.6841,55.4924
SUR,Suriname,Upper middle income (UM),Fiscal Year 2012,4.248,-55.848
SRB,Serbia,Upper middle income (UM),Fiscal Year 2012,44.021,20.699
RUS,Russian Federation,Upper middle income (UM),Fiscal Year 2012,64.736,104.062
ROU,Romania,Upper middle income (UM),Fiscal Year 2012,45.933,25.119
PLW,Palau,Upper middle income (UM),Fiscal Year 2012,7.5288,134.5573
PER,Peru,Upper middle income (UM),Fiscal Year 2012,-12.664,-72.98
PAN,Panama,Upper middle income (UM),Fiscal Year 2012,8.348,-81.005
NAM,Namibia,Upper middle income (UM),Fiscal Year 2012,-21.276,17.219
MYS,Malaysia,Upper middle income (UM),Fiscal Year 2012,4.416,102.099
MUS,Mauritius,Upper middle income (UM),Fiscal Year 2012,-20.2529,57.5902
MNE,Montenegro,Upper middle income (UM),Fiscal Year 2012,42.857,19.096
MKD,North Macedonia,Upper middle income (UM),Fiscal Year 2012,41.636,21.676
MEX,Mexico,Upper middle income (UM),Fiscal Year 2012,22.925,-101.68
MDV,Maldives,Upper middle income (UM),Fiscal Year 2012,4.221,73.463
LVA,Latvia,Upper middle income (UM),Fiscal Year 2012,57.017,25.0173
LTU,Lithuania,Upper middle income (UM),Fiscal Year 2012,55.342,24.23
LCA,St. Lucia,Upper middle income (UM),Fiscal Year 2012,13.909,-60.9776
LBY,Libya,Upper middle income (UM),Fiscal Year 2012,27.24,17.571
LBN,Lebanon,Upper middle income (UM),Fiscal Year 2012,34.161,36.021
KNA,St. Kitts and Nevis,Upper middle income (UM),Fiscal Year 2012,17.147,-62.58
KAZ,Kazakhstan,Upper middle income (UM),Fiscal Year 2012,48.866,69.772
JOR,Jordan,Upper middle income (UM),Fiscal Year 2012,30.681,36.279
JAM,Jamaica,Upper middle income (UM),Fiscal Year 2012,18.163,-77.477
IRN,"Iran, Islamic Rep.",Upper middle income (UM),Fiscal Year 2012,33.408,54.0418
GRD,Grenada,Upper middle income (UM),Fiscal Year 2012,12.111,-61.6867
GAB,Gabon,Upper middle income (UM),Fiscal Year 2012,-0.406,11.914
ECU,Ecuador,Upper middle income (UM),Fiscal Year 2012,-1.151,-78.308
DZA,Algeria,Upper middle income (UM),Fiscal Year 2012,28.6045,2.64
DOM,Dominican Republic,Upper middle income (UM),Fiscal Year 2012,19.01,-70.1685
DMA,Dominica,Upper middle income (UM),Fiscal Year 2012,15.4238,-61.3411
CUB,Cuba,Upper middle income (UM),Fiscal Year 2012,20.571,-76.456
CRI,Costa Rica,Upper middle income (UM),Fiscal Year 2012,10.126,-84.075
COL,Colombia,Upper middle income (UM),Fiscal Year 2012,3.794,-73.606
CHN,China,Upper middle income (UM),Fiscal Year 2012,35.1753,99.3877
CHL,Chile,Upper middle income (UM),Fiscal Year 2012,-23.176,-69.201
BWA,Botswana,Upper middle income (UM),Fiscal Year 2012,-22.126,23.662
BRA,Brazil,Upper middle income (UM),Fiscal Year 2012,-11.694,-48.978
BLR,Belarus,Upper middle income (UM),Fiscal Year 2012,53.3292,27.9492
BIH,Bosnia and Herzegovina,Upper middle income (UM),Fiscal Year 2012,44.342,17.804
BGR,Bulgaria,Upper middle income (UM),Fiscal Year 2012,42.625,24.521
AZE,Azerbaijan,Upper middle income (UM),Fiscal Year 2012,40.46,47.883
ATG,Antigua and Barbuda,Upper middle income (UM),Fiscal Year 2012,17.625,-61.786
ASM,American Samoa,Upper middle income (UM),Fiscal Year 2012,-14.3018,-170.7511
ARG,Argentina,Upper middle income (UM),Fiscal Year 2012,-33.166,-64.31
ALB,Albania,Upper middle income (UM),Fiscal Year 2012,40.654,20.076
ZMB,Zambia,Lower middle income (LM),Fiscal Year 2012,-15.13,25.268
YEM,"Yemen, Rep.",Lower middle income (LM),Fiscal Year 2012,15.569,47.793
XKX,Kosovo,Lower middle income (LM),Fiscal Year 2012,42.546,20.921
WSM,Samoa,Lower middle income (LM),Fiscal Year 2012,-13.6221,-172.439
VUT,Vanuatu,Lower middle income (LM),Fiscal Year 2012,-15.339,166.89
VNM,Vietnam,Lower middle income (LM),Fiscal Year 2012,21.75,105.373
UZB,Uzbekistan,Lower middle income (LM),Fiscal Year 2012,41.757,63.958
UKR,Ukraine,Lower middle income (LM),Fiscal Year 2012,49.364,32.132
TUV,Tuvalu,Lower middle income (LM),Fiscal Year 2012,-7.4786,178.6758
TON,Tonga,Lower middle income (LM),Fiscal Year 2012,-21.167,-175.19
TLS,Timor-Leste,Lower middle income (LM),Fiscal Year 2012,-8.856,125.556
TKM,Turkmenistan,Lower middle income (LM),Fiscal Year 2012,39.584,59.597
SYR,Syrian Arab Republic,Lower middle income (LM),Fiscal Year 2012,35.303,38.322
SWZ,Eswatini,Lower middle income (LM),Fiscal Year 2012,-26.5203,31.4607
STP,São Tomé and Principe,Lower middle income (LM),Fiscal Year 2012,0.216,6.595
SLV,El Salvador,Lower middle income (LM),Fiscal Year 2012,13.848,-89.229
SLB,Solomon Islands,Lower middle income (LM),Fiscal Year 2012,-9.5987,160.1487
SEN,Senegal,Lower middle income (LM),Fiscal Year 2012,15.044,-15.081
SDN,Sudan,Lower middle income (LM),Fiscal Year 2012,15.739,29.533
PSE,West Bank and Gaza,Lower middle income (LM),Fiscal Year 2012,32.097,35.26
PRY,Paraguay,Lower middle income (LM),Fiscal Year 2012,-23.266,-58.409
PNG,Papua New Guinea,Lower middle income (LM),Fiscal Year 2012,-5.636,142.798
PHL,Philippines,Lower middle income (LM),Fiscal Year 2012,17.181,121.256
PAK,Pakistan,Lower middle income (LM),Fiscal Year 2012,28.1854,66.6429
NIC,Nicaragua,Lower middle income (LM),Fiscal Year 2012,12.692,-85.03
NGA,Nigeria,Lower middle income (LM),Fiscal Year 2012,9.3417,7.678
MRT,Mauritania,Lower middle income (LM),Fiscal Year 2012,19.413,-10.6528
MNG,Mongolia,Lower middle income (LM),Fiscal Year 2012,46.516,102.564
MHL,Marshall Islands,Lower middle income (LM),Fiscal Year 2012,5.961,169.651
MDA,Moldova,Lower middle income (LM),Fiscal Year 2012,47.524,28.444
MAR,Morocco,Lower middle income (LM),Fiscal Year 2012,31.129,-7.355
LSO,Lesotho,Lower middle income (LM),Fiscal Year 2012,-29.446,28.371
LKA,Sri Lanka,Lower middle income (LM),Fiscal Year 2012,7.3,80.727
LAO,Lao PDR,Lower middle income (LM),Fiscal Year 2012,19.595,102.538
KIR,Kiribati,Lower middle income (LM),Fiscal Year 2012,2.048,-158.59
IRQ,Iraq,Lower middle income (LM),Fiscal Year 2012,33.545,43.278
IND,India,Lower middle income (LM),Fiscal Year 2012,22.741,78.236
IDN,Indonesia,Lower middle income (LM),Fiscal Year 2012,-0.739,114.045
HND,Honduras,Lower middle income (LM),Fiscal Year 2012,14.881,-87.123
GUY,Guyana,Lower middle income (LM),Fiscal Year 2012,5.17,-58.939
GTM,Guatemala,Lower middle income (LM),Fiscal Year 2012,15.124,-90.711
GHA,Ghana,Lower middle income (LM),Fiscal Year 2012,7.258,-1.062
GEO,Georgia,Lower middle income (LM),Fiscal Year 2012,42.05,43.576
FSM,"Micronesia, Fed. Sts.",Lower middle income (LM),Fiscal Year 2012,7.531,150.457
FJI,Fiji,Lower middle income (LM),Fiscal Year 2012,-17.7941,177.9783
EGY,"Egypt, Arab Rep.",Lower middle income (LM),Fiscal Year 2012,26.16,28.742
DJI,Djibouti,Lower middle income (LM),Fiscal Year 2012,11.41,42.165
CPV,Cabo Verde,Lower middle income (LM),Fiscal Year 2012,15.416,-23.36
COG,"Congo, Rep.",Lower middle income (LM),Fiscal Year 2012,0.509,16.08
CMR,Cameroon,Lower middle income (LM),Fiscal Year 2012,4.4,12.131
CIV,Côte d'Ivoire,Lower middle income (LM),Fiscal Year 2012,7.497,-5.336
BTN,Bhutan,Lower middle income (LM),Fiscal Year 2012,27.5342,90.3002
BOL,Bolivia,Lower middle income (LM),Fiscal Year 2012,-16.71,-65.183
BLZ,Belize,Lower middle income (LM),Fiscal Year 2012,17.108,-88.744
ARM,Armenia,Lower middle income (LM),Fiscal Year 2012,40.56,44.449
AGO,Angola,Lower middle income (LM),Fiscal Year 2012,-12.836,17.808
VIR,Virgin Islands (U.S.),High income (H),Fiscal Year 2012,17.7289,-64.7592
USA,United States,High income (H),Fiscal Year 2012,40.0792,-98.8164
TWN,"Taiwan, China",High income (H),Fiscal Year 2012,23.6091,120.8353
TTO,Trinidad and Tobago,High income (H),Fiscal Year 2012,10.4435,-61.2604
TCA,Turks and Caicos Islands,High income (H),Fiscal Year 2012,21.7779,-71.7592
SXM,Sint Maarten (Dutch part),High income (H),Fiscal Year 2012,18.034,-63.0544
SWE,Sweden,High income (H),Fiscal Year 2012,66.2188,19
SVN,Slovenia,High income (H),Fiscal Year 2012,46.037,14.534
SVK,Slovak Republic,High income (H),Fiscal Year 2012,48.8595,19.4434
SMR,San Marino,High income (H),Fiscal Year 2012,43.942,12.4611
SGP,Singapore,High income (H),Fiscal Year 2012,1.3389,103.8297
SAU,Saudi Arabia,High income (H),Fiscal Year 2012,24.191,44.32
QAT,Qatar,High income (H),Fiscal Year 2012,25.3174,51.1522
PYF,French Polynesia,High income (H),Fiscal Year 2012,-17.529,-149.53
PRT,Portugal,High income (H),Fiscal Year 2012,40.957,-7.9373
PRI,Puerto Rico,High income (H),Fiscal Year 2012,18.242,-66.643
POL,Poland,High income (H),Fiscal Year 2012,52.442,19.72
OMN,Oman,High income (H),Fiscal Year 2012,19.85,56.25
NZL,New Zealand,High income (H),Fiscal Year 2012,-42.558,172.377
NOR,Norway,High income (H),Fiscal Year 2012,61.3701,9.3031
NLD,Netherlands,High income (H),Fiscal Year 2012,52.1704,5.0102
NCL,New Caledonia,High income (H),Fiscal Year 2012,-21.02,165.062
MNP,Northern Mariana Islands,High income (H),Fiscal Year 2012,15.1905,145.7471
MLT,Malta,High income (H),Fiscal Year 2012,35.9024,14.4137
MCO,Monaco,High income (H),Fiscal Year 2012,43.7384,7.4243
MAF,St. Martin (French part),High income (H),Fiscal Year 2012,18.0848,-63.0507
MAC,"Macao SAR, China",High income (H),Fiscal Year 2012,22.1404,113.5643
LUX,Luxembourg,High income (H),Fiscal Year 2012,49.671,6.113
LIE,Liechtenstein,High income (H),Fiscal Year 2012,47.1593,9.547
KWT,Kuwait,High income (H),Fiscal Year 2012,29.3169,47.4272
KOR,"Korea, Rep.",High income (H),Fiscal Year 2012,36.338,128.16
JPN,Japan,High income (H),Fiscal Year 2012,35.962,137.855
ITA,Italy,High income (H),Fiscal Year 2012,44.3713,11.1084
ISR,Israel,High income (H),Fiscal Year 2012,30.992,34.834
ISL,Iceland,High income (H),Fiscal Year 2012,64.826,-18.417
IRL,Ireland,High income (H),Fiscal Year 2012,53.214,-7.588
IMN,Isle of Man,High income (H),Fiscal Year 2012,54.2362,-4.5149
HUN,Hungary,High income (H),Fiscal Year 2012,47.174,19.618
HRV,Croatia,High income (H),Fiscal Year 2012,45.754,16.385
HKG,"Hong Kong SAR, China",High income (H),Fiscal Year 2012,22.4114,114.0599
GUM,Guam,High income (H),Fiscal Year 2012,13.45,144.7579
GRL,Greenland,High income (H),Fiscal Year 2012,71,-39
GRC,Greece,High income (H),Fiscal Year 2012,39.787,21.617
GNQ,Equatorial Guinea,High income (H),Fiscal Year 2012,1.6342,10.4695
GIB,Gibraltar,High income (H),Fiscal Year 2012,36.134,-5.3482
GBR,United Kingdom,High income (H),Fiscal Year 2012,52.289,-1.259
FRO,Faeroe Islands,High income (H),Fiscal Year 2012,62.1252,-7.0174
FRA,France,High income (H),Fiscal Year 2012,46.656,2.543
FIN,Finland,High income (H),Fiscal Year 2012,62.716,26.192
EST,Estonia,High income (H),Fiscal Year 2012,58.777,25.977
ESP,Spain,High income (H),Fiscal Year 2012,40.617,-3.388
DNK,Denmark,High income (H),Fiscal Year 2012,56.113,9.096
DEU,Germany,High income (H),Fiscal Year 2012,51.3819,9.9877
CZE,Czech Republic,High income (H),Fiscal Year 2012,49.848,15.2812
CYP,Cyprus,High income (H),Fiscal Year 2012,34.894,32.928
CYM,Cayman Islands,High income (H),Fiscal Year 2012,19.3299,-81.1715
CUW,Curaçao,High income (H),Fiscal Year 2012,12.2129,-69.0407
CHI,Channel Islands,High income (H),Fiscal Year 2012,,
CHE,Switzerland,High income (H),Fiscal Year 2012,46.7794,8.0329
CAN,Canada,High income (H),Fiscal Year 2012,59.2067,-111.1937
BRN,Brunei Darussalam,High income (H),Fiscal Year 2012,4.452,114.557
BRB,Barbados,High income (H),Fiscal Year 2012,13.1898,-59.559
BMU,Bermuda,High income (H),Fiscal Year 2012,32.3019,-64.7737
BHS,"Bahamas, The",High income (H),Fiscal Year 2012,24.7032,-78.0455
BHR,Bahrain,High income (H),Fiscal Year 2012,26.025,50.5534
BEL,Belgium,High income (H),Fiscal Year 2012,50.6745,4.4588
AUT,Austria,High income (H),Fiscal Year 2012,47.65,14.705
AUS,Australia,High income (H),Fiscal Year 2012,-24.578,133.582
ARE,United Arab Emirates,High income (H),Fiscal Year 2012,23.9299,53.9031
AND,Andorra,High income (H),Fiscal Year 2012,42.5425,1.5893
ABW,Aruba,High income (H),Fiscal Year 2012,12.5176,-69.9818
ZWE,Zimbabwe,Low income (L),Fiscal Year 2012,-19.098,30.047
UGA,Uganda,Low income (L),Fiscal Year 2012,1.9392,32.7415
TZA,Tanzania,Low income (L),Fiscal Year 2012,-5.651,34.146
TJK,Tajikistan,Low income (L),Fiscal Year 2012,38.367,72.597
TGO,Togo,Low income (L),Fiscal Year 2012,7.7,1.106
TCD,Chad,Low income (L),Fiscal Year 2012,15.981,18.781
SOM,Somalia,Low income (L),Fiscal Year 2012,2.875,43.446
SLE,Sierra Leone,Low income (L),Fiscal Year 2012,8.677,-11.779
RWA,Rwanda,Low income (L),Fiscal Year 2012,-1.887,29.904
PRK,"Korea, Dem. Rep.",Low income (L),Fiscal Year 2012,39.767,126.389
NPL,Nepal,Low income (L),Fiscal Year 2012,28.2114,83.5608
NER,Niger,Low income (L),Fiscal Year 2012,16.996,9.915
MWI,Malawi,Low income (L),Fiscal Year 2012,-13.2731,33.7428
MOZ,Mozambique,Low income (L),Fiscal Year 2012,-13.852,38.042
MMR,Myanmar,Low income (L),Fiscal Year 2012,21.841,96.05
MLI,Mali,Low income (L),Fiscal Year 2012,18.211,-2.209
MDG,Madagascar,Low income (L),Fiscal Year 2012,-19.615,46.645
LBR,Liberia,Low income (L),Fiscal Year 2012,6.51,-9.33
KHM,Cambodia,Low income (L),Fiscal Year 2012,12.69,104.444
KGZ,Kyrgyz Republic,Low income (L),Fiscal Year 2012,41.741,75.043
KEN,Kenya,Low income (L),Fiscal Year 2012,0.806,38.166
HTI,Haiti,Low income (L),Fiscal Year 2012,19.3175,-72.4205
GNB,Guinea-Bissau,Low income (L),Fiscal Year 2012,12.191,-14.475
GMB,"Gambia, The",Low income (L),Fiscal Year 2012,13.499,-14.641
GIN,Guinea,Low income (L),Fiscal Year 2012,10.599,-10.907
ETH,Ethiopia,Low income (L),Fiscal Year 2012,8.435,38.786
ERI,Eritrea,Low income (L),Fiscal Year 2012,15.982,38.02
COM,Comoros,Low income (L),Fiscal Year 2012,-11.6527,43.3307
COD,"Congo, Dem. Rep.",Low income (L),Fiscal Year 2012,-1.418,23.607
CAF,Central African Republic,Low income (L),Fiscal Year 2012,7.043,21.424
BGD,Bangladesh,Low income (L),Fiscal Year 2012,24.598,90.1963
BFA,Burkina Faso,Low income (L),Fiscal Year 2012,12.673,-1.226
BEN,Benin,Low income (L),Fiscal Year 2012,10.478,2.274
BDI,Burundi,Low income (L),Fiscal Year 2012,-3.333,29.749
AFG,Afghanistan,Low income (L),Fiscal Year 2012,34.023,65.5267
VGB,British Virgin Islands,NA,Fiscal Year 2013,18.4204,-64.64
NRU,Nauru,NA,Fiscal Year 2013,-0.5287,166.9315
GIB,Gibraltar,NA,Fiscal Year 2013,36.134,-5.3482
ZAF,South Africa,Upper middle income (UM),Fiscal Year 2013,-31.7,23.441
VEN,"Venezuela, RB",Upper middle income (UM),Fiscal Year 2013,6.983,-64.588
VCT,St. Vincent and the Grenadines,Upper middle income (UM),Fiscal Year 2013,13.2528,-61.1949
URY,Uruguay,Upper middle income (UM),Fiscal Year 2013,-32.948,-56.249
TUV,Tuvalu,Upper middle income (UM),Fiscal Year 2013,-7.4786,178.6758
TUR,Turkey,Upper middle income (UM),Fiscal Year 2013,39.144,34.188
TUN,Tunisia,Upper middle income (UM),Fiscal Year 2013,35.594,9.421
TKM,Turkmenistan,Upper middle income (UM),Fiscal Year 2013,39.584,59.597
THA,Thailand,Upper middle income (UM),Fiscal Year 2013,15.688,100.845
SYC,Seychelles,Upper middle income (UM),Fiscal Year 2013,-4.6841,55.4924
SUR,Suriname,Upper middle income (UM),Fiscal Year 2013,4.248,-55.848
SRB,Serbia,Upper middle income (UM),Fiscal Year 2013,44.021,20.699
RUS,Russian Federation,Upper middle income (UM),Fiscal Year 2013,64.736,104.062
ROU,Romania,Upper middle income (UM),Fiscal Year 2013,45.933,25.119
PLW,Palau,Upper middle income (UM),Fiscal Year 2013,7.5288,134.5573
PER,Peru,Upper middle income (UM),Fiscal Year 2013,-12.664,-72.98
PAN,Panama,Upper middle income (UM),Fiscal Year 2013,8.348,-81.005
NAM,Namibia,Upper middle income (UM),Fiscal Year 2013,-21.276,17.219
MYS,Malaysia,Upper middle income (UM),Fiscal Year 2013,4.416,102.099
MUS,Mauritius,Upper middle income (UM),Fiscal Year 2013,-20.2529,57.5902
MNE,Montenegro,Upper middle income (UM),Fiscal Year 2013,42.857,19.096
MKD,North Macedonia,Upper middle income (UM),Fiscal Year 2013,41.636,21.676
MEX,Mexico,Upper middle income (UM),Fiscal Year 2013,22.925,-101.68
MDV,Maldives,Upper middle income (UM),Fiscal Year 2013,4.221,73.463
LVA,Latvia,Upper middle income (UM),Fiscal Year 2013,57.017,25.0173
LTU,Lithuania,Upper middle income (UM),Fiscal Year 2013,55.342,24.23
LCA,St. Lucia,Upper middle income (UM),Fiscal Year 2013,13.909,-60.9776
LBY,Libya,Upper middle income (UM),Fiscal Year 2013,27.24,17.571
LBN,Lebanon,Upper middle income (UM),Fiscal Year 2013,34.161,36.021
KAZ,Kazakhstan,Upper middle income (UM),Fiscal Year 2013,48.866,69.772
JOR,Jordan,Upper middle income (UM),Fiscal Year 2013,30.681,36.279
JAM,Jamaica,Upper middle income (UM),Fiscal Year 2013,18.163,-77.477
IRN,"Iran, Islamic Rep.",Upper middle income (UM),Fiscal Year 2013,33.408,54.0418
GRD,Grenada,Upper middle income (UM),Fiscal Year 2013,12.111,-61.6867
GAB,Gabon,Upper middle income (UM),Fiscal Year 2013,-0.406,11.914
ECU,Ecuador,Upper middle income (UM),Fiscal Year 2013,-1.151,-78.308
DZA,Algeria,Upper middle income (UM),Fiscal Year 2013,28.6045,2.64
DOM,Dominican Republic,Upper middle income (UM),Fiscal Year 2013,19.01,-70.1685
DMA,Dominica,Upper middle income (UM),Fiscal Year 2013,15.4238,-61.3411
CUB,Cuba,Upper middle income (UM),Fiscal Year 2013,20.571,-76.456
CRI,Costa Rica,Upper middle income (UM),Fiscal Year 2013,10.126,-84.075
COL,Colombia,Upper middle income (UM),Fiscal Year 2013,3.794,-73.606
CHN,China,Upper middle income (UM),Fiscal Year 2013,35.1753,99.3877
CHL,Chile,Upper middle income (UM),Fiscal Year 2013,-23.176,-69.201
BWA,Botswana,Upper middle income (UM),Fiscal Year 2013,-22.126,23.662
BRA,Brazil,Upper middle income (UM),Fiscal Year 2013,-11.694,-48.978
BLR,Belarus,Upper middle income (UM),Fiscal Year 2013,53.3292,27.9492
BIH,Bosnia and Herzegovina,Upper middle income (UM),Fiscal Year 2013,44.342,17.804
BGR,Bulgaria,Upper middle income (UM),Fiscal Year 2013,42.625,24.521
AZE,Azerbaijan,Upper middle income (UM),Fiscal Year 2013,40.46,47.883
ATG,Antigua and Barbuda,Upper middle income (UM),Fiscal Year 2013,17.625,-61.786
ASM,American Samoa,Upper middle income (UM),Fiscal Year 2013,-14.3018,-170.7511
ARG,Argentina,Upper middle income (UM),Fiscal Year 2013,-33.166,-64.31
AGO,Angola,Upper middle income (UM),Fiscal Year 2013,-12.836,17.808
ZMB,Zambia,Lower middle income (LM),Fiscal Year 2013,-15.13,25.268
YEM,"Yemen, Rep.",Lower middle income (LM),Fiscal Year 2013,15.569,47.793
XKX,Kosovo,Lower middle income (LM),Fiscal Year 2013,42.546,20.921
WSM,Samoa,Lower middle income (LM),Fiscal Year 2013,-13.6221,-172.439
VUT,Vanuatu,Lower middle income (LM),Fiscal Year 2013,-15.339,166.89
VNM,Vietnam,Lower middle income (LM),Fiscal Year 2013,21.75,105.373
UZB,Uzbekistan,Lower middle income (LM),Fiscal Year 2013,41.757,63.958
UKR,Ukraine,Lower middle income (LM),Fiscal Year 2013,49.364,32.132
TON,Tonga,Lower middle income (LM),Fiscal Year 2013,-21.167,-175.19
TLS,Timor-Leste,Lower middle income (LM),Fiscal Year 2013,-8.856,125.556
SYR,Syrian Arab Republic,Lower middle income (LM),Fiscal Year 2013,35.303,38.322
SWZ,Eswatini,Lower middle income (LM),Fiscal Year 2013,-26.5203,31.4607
STP,São Tomé and Principe,Lower middle income (LM),Fiscal Year 2013,0.216,6.595
SSD,South Sudan,Lower middle income (LM),Fiscal Year 2013,7.1,30.48
SLV,El Salvador,Lower middle income (LM),Fiscal Year 2013,13.848,-89.229
SLB,Solomon Islands,Lower middle income (LM),Fiscal Year 2013,-9.5987,160.1487
SEN,Senegal,Lower middle income (LM),Fiscal Year 2013,15.044,-15.081
SDN,Sudan,Lower middle income (LM),Fiscal Year 2013,15.739,29.533
PSE,West Bank and Gaza,Lower middle income (LM),Fiscal Year 2013,32.097,35.26
PRY,Paraguay,Lower middle income (LM),Fiscal Year 2013,-23.266,-58.409
PNG,Papua New Guinea,Lower middle income (LM),Fiscal Year 2013,-5.636,142.798
PHL,Philippines,Lower middle income (LM),Fiscal Year 2013,17.181,121.256
PAK,Pakistan,Lower middle income (LM),Fiscal Year 2013,28.1854,66.6429
NIC,Nicaragua,Lower middle income (LM),Fiscal Year 2013,12.692,-85.03
NGA,Nigeria,Lower middle income (LM),Fiscal Year 2013,9.3417,7.678
MNG,Mongolia,Lower middle income (LM),Fiscal Year 2013,46.516,102.564
MHL,Marshall Islands,Lower middle income (LM),Fiscal Year 2013,5.961,169.651
MDA,Moldova,Lower middle income (LM),Fiscal Year 2013,47.524,28.444
MAR,Morocco,Lower middle income (LM),Fiscal Year 2013,31.129,-7.355
LSO,Lesotho,Lower middle income (LM),Fiscal Year 2013,-29.446,28.371
LKA,Sri Lanka,Lower middle income (LM),Fiscal Year 2013,7.3,80.727
LAO,Lao PDR,Lower middle income (LM),Fiscal Year 2013,19.595,102.538
KIR,Kiribati,Lower middle income (LM),Fiscal Year 2013,2.048,-158.59
IRQ,Iraq,Lower middle income (LM),Fiscal Year 2013,33.545,43.278
IND,India,Lower middle income (LM),Fiscal Year 2013,22.741,78.236
IDN,Indonesia,Lower middle income (LM),Fiscal Year 2013,-0.739,114.045
HND,Honduras,Lower middle income (LM),Fiscal Year 2013,14.881,-87.123
GUY,Guyana,Lower middle income (LM),Fiscal Year 2013,5.17,-58.939
GTM,Guatemala,Lower middle income (LM),Fiscal Year 2013,15.124,-90.711
GHA,Ghana,Lower middle income (LM),Fiscal Year 2013,7.258,-1.062
GEO,Georgia,Lower middle income (LM),Fiscal Year 2013,42.05,43.576
FSM,"Micronesia, Fed. Sts.",Lower middle income (LM),Fiscal Year 2013,7.531,150.457
FJI,Fiji,Lower middle income (LM),Fiscal Year 2013,-17.7941,177.9783
EGY,"Egypt, Arab Rep.",Lower middle income (LM),Fiscal Year 2013,26.16,28.742
DJI,Djibouti,Lower middle income (LM),Fiscal Year 2013,11.41,42.165
CPV,Cabo Verde,Lower middle income (LM),Fiscal Year 2013,15.416,-23.36
COG,"Congo, Rep.",Lower middle income (LM),Fiscal Year 2013,0.509,16.08
CMR,Cameroon,Lower middle income (LM),Fiscal Year 2013,4.4,12.131
CIV,Côte d'Ivoire,Lower middle income (LM),Fiscal Year 2013,7.497,-5.336
BTN,Bhutan,Lower middle income (LM),Fiscal Year 2013,27.5342,90.3002
BOL,Bolivia,Lower middle income (LM),Fiscal Year 2013,-16.71,-65.183
BLZ,Belize,Lower middle income (LM),Fiscal Year 2013,17.108,-88.744
ARM,Armenia,Lower middle income (LM),Fiscal Year 2013,40.56,44.449
ALB,Albania,Lower middle income (LM),Fiscal Year 2013,40.654,20.076
VIR,Virgin Islands (U.S.),High income (H),Fiscal Year 2013,17.7289,-64.7592
USA,United States,High income (H),Fiscal Year 2013,40.0792,-98.8164
TWN,"Taiwan, China",High income (H),Fiscal Year 2013,23.6091,120.8353
TTO,Trinidad and Tobago,High income (H),Fiscal Year 2013,10.4435,-61.2604
TCA,Turks and Caicos Islands,High income (H),Fiscal Year 2013,21.7779,-71.7592
SXM,Sint Maarten (Dutch part),High income (H),Fiscal Year 2013,18.034,-63.0544
SWE,Sweden,High income (H),Fiscal Year 2013,66.2188,19
SVN,Slovenia,High income (H),Fiscal Year 2013,46.037,14.534
SVK,Slovak Republic,High income (H),Fiscal Year 2013,48.8595,19.4434
SMR,San Marino,High income (H),Fiscal Year 2013,43.942,12.4611
SGP,Singapore,High income (H),Fiscal Year 2013,1.3389,103.8297
SAU,Saudi Arabia,High income (H),Fiscal Year 2013,24.191,44.32
QAT,Qatar,High income (H),Fiscal Year 2013,25.3174,51.1522
PYF,French Polynesia,High income (H),Fiscal Year 2013,-17.529,-149.53
PRT,Portugal,High income (H),Fiscal Year 2013,40.957,-7.9373
PRI,Puerto Rico,High income (H),Fiscal Year 2013,18.242,-66.643
POL,Poland,High income (H),Fiscal Year 2013,52.442,19.72
OMN,Oman,High income (H),Fiscal Year 2013,19.85,56.25
NZL,New Zealand,High income (H),Fiscal Year 2013,-42.558,172.377
NOR,Norway,High income (H),Fiscal Year 2013,61.3701,9.3031
NLD,Netherlands,High income (H),Fiscal Year 2013,52.1704,5.0102
NCL,New Caledonia,High income (H),Fiscal Year 2013,-21.02,165.062
MNP,Northern Mariana Islands,High income (H),Fiscal Year 2013,15.1905,145.7471
MLT,Malta,High income (H),Fiscal Year 2013,35.9024,14.4137
MCO,Monaco,High income (H),Fiscal Year 2013,43.7384,7.4243
MAF,St. Martin (French part),High income (H),Fiscal Year 2013,18.0848,-63.0507
MAC,"Macao SAR, China",High income (H),Fiscal Year 2013,22.1404,113.5643
LUX,Luxembourg,High income (H),Fiscal Year 2013,49.671,6.113
LIE,Liechtenstein,High income (H),Fiscal Year 2013,47.1593,9.547
KWT,Kuwait,High income (H),Fiscal Year 2013,29.3169,47.4272
KOR,"Korea, Rep.",High income (H),Fiscal Year 2013,36.338,128.16
KNA,St. Kitts and Nevis,High income (H),Fiscal Year 2013,17.147,-62.58
JPN,Japan,High income (H),Fiscal Year 2013,35.962,137.855
ITA,Italy,High income (H),Fiscal Year 2013,44.3713,11.1084
ISR,Israel,High income (H),Fiscal Year 2013,30.992,34.834
ISL,Iceland,High income (H),Fiscal Year 2013,64.826,-18.417
IRL,Ireland,High income (H),Fiscal Year 2013,53.214,-7.588
IMN,Isle of Man,High income (H),Fiscal Year 2013,54.2362,-4.5149
HUN,Hungary,High income (H),Fiscal Year 2013,47.174,19.618
